PM10,PM25,SO2,NO2,O3,CO,Humidity,Temperature,WindDirection,WindSpeed,Evaporation,GlobalRadiation,SolarRadiation,DateTemp,Date,Day,Month,Year,Hour,Location,LocationInNum,Usage,MaxDemand,Bill
10.213,0.0009,0.0009,0.0099,0.0036,0.98,96.767,24.46,289.719,0.706,0.8,11.65,0,1/1/2022,1/1/2022 2:00,1,1,2022,0200,PJ,2,7544.642473,17886,3050.602755
32.073,0.001,0.001,0.0087,0.0022,1.017,98,24.41,292.941,0.467,0.8,11.65,0,1/1/2022,1/1/2022 4:00,1,1,2022,0400,PJ,2,7544.642473,17886,3050.602755
26.421,0.001,0.001,0.0082,0.0021,0.94,98,24.443,310.071,0.303,0.8,11.65,0,1/1/2022,1/1/2022 5:00,1,1,2022,0500,PJ,2,7544.642473,17886,3050.602755
16.398,0.0012,0.0012,0.0075,0.0101,0.886,94.437,25.961,285.308,0.285,0.8,11.65,103.021,1/1/2022,1/1/2022 13:00,1,1,2022,1300,PJ,2,7544.642473,17886,3050.602755
13.629,0.0011,0.0011,0.0061,0.0169,0.797,89.438,27.589,23.85,0.311,0.8,11.65,376.63,1/1/2022,1/1/2022 14:00,1,1,2022,1400,PJ,2,7544.642473,17886,3050.602755
10.117,0.0012,0.0012,0.0046,0.0224,0.762,81.282,29.196,332.946,0.735,0.8,11.65,382.677,1/1/2022,1/1/2022 15:00,1,1,2022,1500,PJ,2,7544.642473,17886,3050.602755
11.635,0.0011,0.0011,0.0029,0.0239,0.702,76.465,30.409,64.775,0.383,0.8,11.65,271.4,1/1/2022,1/1/2022 16:00,1,1,2022,1600,PJ,2,7544.642473,17886,3050.602755
10.066,0.001,0.001,0.0055,0.0212,0.733,83.14,28.268,16.654,0.844,0.8,11.65,135.948,1/1/2022,1/1/2022 17:00,1,1,2022,1700,PJ,2,7544.642473,17886,3050.602755
11.656,0.001,0.001,0.0095,0.0136,0.877,87.418,27.299,294.92,1.106,0.8,11.65,20.883,1/1/2022,1/1/2022 18:00,1,1,2022,1800,PJ,2,7544.642473,17886,3050.602755
9.135,0.0012,0.0012,0.0088,0.0096,0.726,91.282,26.206,287.985,1.046,0.8,11.65,0,1/1/2022,1/1/2022 19:00,1,1,2022,1900,PJ,2,7544.642473,17886,3050.602755
8.91,0.0011,0.0011,0.0065,0.0107,0.759,93.192,25.867,283.013,0.706,0.8,11.65,0,1/1/2022,1/1/2022 20:00,1,1,2022,2000,PJ,2,7544.642473,17886,3050.602755
65.082,0.0021,0.0021,0.0272,0.0007,1.823,96,25.527,334.716,0.221,0.2,8.26,0,2/1/2022,2/1/2022 0:00,2,1,2022,0000,PJ,2,7544.642473,17886,3050.602755
71.779,0.0026,0.0026,0.0232,0.001,1.344,95.1,25.472,12.529,0.1,0.2,8.26,0,2/1/2022,2/1/2022 1:00,2,1,2022,0100,PJ,2,7544.642473,17886,3050.602755
55.978,0.0022,0.0022,0.0217,0.0006,1.47,95.367,25.272,318.952,0.431,0.2,8.26,0,2/1/2022,2/1/2022 2:00,2,1,2022,0200,PJ,2,7544.642473,17886,3050.602755
54.395,0.0022,0.0022,0.0184,0.0008,1.276,95.233,25.225,355.928,0.62,0.2,8.26,0,2/1/2022,2/1/2022 3:00,2,1,2022,0300,PJ,2,7544.642473,17886,3050.602755
100.345,0.003,0.003,0.0157,0.0011,1.196,95.833,24.834,331.446,0.322,0.2,8.26,0,2/1/2022,2/1/2022 4:00,2,1,2022,0400,PJ,2,7544.642473,17886,3050.602755
110.589,0.0026,0.0026,0.0137,0.0011,1.15,95.983,24.763,341.706,0.386,0.2,8.26,0,2/1/2022,2/1/2022 5:00,2,1,2022,0500,PJ,2,7544.642473,17886,3050.602755
85.018,0.0022,0.0022,0.0122,0.0008,1.096,96.417,24.565,295.017,0.332,0.2,8.26,0,2/1/2022,2/1/2022 6:00,2,1,2022,0600,PJ,2,7544.642473,17886,3050.602755
42.606,0.002,0.002,0.0113,0.0028,1.212,91.867,26.234,13.71,0.468,0.2,8.26,67.194,2/1/2022,2/1/2022 9:00,2,1,2022,0900,PJ,2,7544.642473,17886,3050.602755
23.962,0.0014,0.0014,0.0031,0.0256,0.756,65.867,32.115,291.946,0.588,0.2,8.26,448.565,2/1/2022,2/1/2022 12:00,2,1,2022,1200,PJ,2,7544.642473,17886,3050.602755
23.451,0.0014,0.0014,0.0018,0.0295,0.698,60.725,32.712,299.259,1.008,0.2,8.26,513.251,2/1/2022,2/1/2022 13:00,2,1,2022,1300,PJ,2,7544.642473,17886,3050.602755
18.221,0.0013,0.0013,0.0036,0.0212,0.686,72.657,29.175,304.129,1.811,0.2,8.26,75.142,2/1/2022,2/1/2022 18:00,2,1,2022,1800,PJ,2,7544.642473,17886,3050.602755
18.903,0.0015,0.0015,0.0051,0.0195,0.715,75.767,29.093,310.569,0.769,0.2,8.26,19.336,2/1/2022,2/1/2022 19:00,2,1,2022,1900,PJ,2,7544.642473,17886,3050.602755
16.926,0.0018,0.0018,0.0154,0.0082,0.882,81.267,27.529,312.202,0.594,0.2,8.26,0,2/1/2022,2/1/2022 21:00,2,1,2022,2100,PJ,2,7544.642473,17886,3050.602755
20.214,0.0018,0.0018,0.0187,0.0048,0.936,82.372,27.321,309.915,0.67,0.2,8.26,0,2/1/2022,2/1/2022 22:00,2,1,2022,2200,PJ,2,7544.642473,17886,3050.602755
26.811,0.0018,0.0018,0.0213,0.0023,1.001,82.812,27.062,300.73,0.463,0.2,8.26,0,2/1/2022,2/1/2022 23:00,2,1,2022,2300,PJ,2,7544.642473,17886,3050.602755
13.976,0.002,0.002,0.0118,0.0036,0.803,78.391,27.469,2.346,0.709,9.3,7.6,0,3/1/2022,3/1/2022 0:00,3,1,2022,0000,PJ,2,7544.642473,17886,3050.602755
13.007,0.0018,0.0018,0.0102,0.0046,0.687,78.844,27.306,324.385,0.776,9.3,7.6,0,3/1/2022,3/1/2022 1:00,3,1,2022,0100,PJ,2,7544.642473,17886,3050.602755
35.782,0.002,0.002,0.0186,0.0039,0.781,88.65,26.405,287.292,1.204,9.3,7.6,0,3/1/2022,3/1/2022 2:00,3,1,2022,0200,PJ,2,7544.642473,17886,3050.602755
40.536,0.0018,0.0018,0.0118,0.0053,0.704,92.833,25.652,279.316,0.71,9.3,7.6,0,3/1/2022,3/1/2022 3:00,3,1,2022,0300,PJ,2,7544.642473,17886,3050.602755
29.298,0.0017,0.0017,0.0044,0.0076,0.604,94,25.281,293.066,0.85,9.3,7.6,0,3/1/2022,3/1/2022 4:00,3,1,2022,0400,PJ,2,7544.642473,17886,3050.602755
22.364,0.0017,0.0017,0.0047,0.0055,0.614,94.85,24.851,322.4,0.549,9.3,7.6,0,3/1/2022,3/1/2022 5:00,3,1,2022,0500,PJ,2,7544.642473,17886,3050.602755
23.285,0.0017,0.0017,0.0053,0.0041,0.578,94.583,25.097,310.591,0.597,9.3,7.6,0,3/1/2022,3/1/2022 6:00,3,1,2022,0600,PJ,2,7544.642473,17886,3050.602755
29.024,0.0018,0.0018,0.0163,0.0015,1.232,87.05,27.527,312.537,0.265,9.3,7.6,67.056,3/1/2022,3/1/2022 10:00,3,1,2022,1000,PJ,2,7544.642473,17886,3050.602755
24.848,0.0016,0.0016,0.0078,0.0182,0.858,72.155,30.25,296.607,1.23,9.3,7.6,312.985,3/1/2022,3/1/2022 12:00,3,1,2022,1200,PJ,2,7544.642473,17886,3050.602755
28.322,0.0016,0.0016,0.0058,0.0303,0.849,68.317,31.5,318.597,0.868,9.3,7.6,425.037,3/1/2022,3/1/2022 13:00,3,1,2022,1300,PJ,2,7544.642473,17886,3050.602755
25.675,0.0015,0.0015,0.0062,0.0287,0.841,70.567,30.75,303.96,1.414,9.3,7.6,180.721,3/1/2022,3/1/2022 14:00,3,1,2022,1400,PJ,2,7544.642473,17886,3050.602755
12.765,0.0016,0.0016,0.0014,0.0066,1.041,81.3,28.272,295.448,0.642,9.3,7.6,24.799,3/1/2022,3/1/2022 19:00,3,1,2022,1900,PJ,2,7544.642473,17886,3050.602755
16.504,0.0016,0.0016,0.0048,0.0047,1.101,85.917,27.3,312.228,0.336,9.3,7.6,0,3/1/2022,3/1/2022 20:00,3,1,2022,2000,PJ,2,7544.642473,17886,3050.602755
21.842,0.0017,0.0017,0.0048,0.0028,1.261,85.95,27.465,26.192,0.412,9.3,7.6,0,3/1/2022,3/1/2022 21:00,3,1,2022,2100,PJ,2,7544.642473,17886,3050.602755
24.089,0.0019,0.0019,0.0048,0.0047,1.447,87.388,27.353,331.905,0.152,9.3,7.6,0,3/1/2022,3/1/2022 22:00,3,1,2022,2200,PJ,2,7544.642473,17886,3050.602755
25.616,0.002,0.002,0.0048,0.0022,1.396,88.3,27.122,236.965,0.217,9.3,7.6,0,3/1/2022,3/1/2022 23:00,3,1,2022,2300,PJ,2,7544.642473,17886,3050.602755
24.916,0.001,0.001,0.014,0.0016,0.567,87.883,25.91,316.081,0.3,-1.1,15.95,0,4/1/2022,4/1/2022 6:00,4,1,2022,0600,PJ,2,7544.642473,17886,3050.602755
24.646,0.0006,0.0006,0.0105,0.013,0.778,68.549,31.244,327.945,0.487,-1.1,15.95,282.423,4/1/2022,4/1/2022 10:00,4,1,2022,1000,PJ,2,7544.642473,17886,3050.602755
18.856,0.0004,0.0004,0.0029,0.0302,0.488,61.134,32.405,292.28,1.622,-1.1,15.95,519.703,4/1/2022,4/1/2022 12:00,4,1,2022,1200,PJ,2,7544.642473,17886,3050.602755
15.982,0.0003,0.0003,0.0019,0.0379,0.474,58.35,33.272,288.79,1.735,-1.1,15.95,580.928,4/1/2022,4/1/2022 13:00,4,1,2022,1300,PJ,2,7544.642473,17886,3050.602755
9.716,0.0004,0.0004,0.0004,0.0289,0.429,0,0,0,0,-1.1,15.95,0,4/1/2022,4/1/2022 14:00,4,1,2022,1400,PJ,2,7544.642473,17886,3050.602755
11.336,0.0004,0.0004,0.0019,0.0261,0.45,62.967,32.9,282.478,1.847,-1.1,15.95,86.937,4/1/2022,4/1/2022 16:00,4,1,2022,1600,PJ,2,7544.642473,17886,3050.602755
18.15,0.0004,0.0004,0.0034,0.0188,0.448,68.333,31.182,294.868,1.857,-1.1,15.95,39.681,4/1/2022,4/1/2022 17:00,4,1,2022,1700,PJ,2,7544.642473,17886,3050.602755
11.364,0.0003,0.0003,0.0025,0.0154,0.482,69.917,30.77,295.48,1.606,-1.1,15.95,103.888,4/1/2022,4/1/2022 18:00,4,1,2022,1800,PJ,2,7544.642473,17886,3050.602755
16.941,0.0002,0.0002,0.0017,0.0167,0.531,70.317,31.235,299.004,1.198,-1.1,15.95,68.111,4/1/2022,4/1/2022 19:00,4,1,2022,1900,PJ,2,7544.642473,17886,3050.602755
20.474,0.0003,0.0003,0.0075,0.009,0.653,76.3,29.759,303.353,1.272,-1.1,15.95,0,4/1/2022,4/1/2022 21:00,4,1,2022,2100,PJ,2,7544.642473,17886,3050.602755
17.26,0.0003,0.0003,0.0088,0.0088,0.685,79.817,29.232,316.856,0.939,-1.1,15.95,0,4/1/2022,4/1/2022 22:00,4,1,2022,2200,PJ,2,7544.642473,17886,3050.602755
22.496,0.0005,0.0005,0.0155,0.0025,0.809,81.184,28.932,305.595,1.16,-1.1,15.95,0,4/1/2022,4/1/2022 23:00,4,1,2022,2300,PJ,2,7544.642473,17886,3050.602755
16.112,0.0013,0.0013,0.018,0.0009,0.707,83.35,28.894,313.52,0.575,0.2,21,0,5/1/2022,5/1/2022 0:00,5,1,2022,0000,PJ,2,7544.642473,17886,3050.602755
13.441,0.0013,0.0013,0.0137,0.0033,0.542,84.213,28.878,319.399,0.47,0.2,21,0,5/1/2022,5/1/2022 1:00,5,1,2022,0100,PJ,2,7544.642473,17886,3050.602755
19.163,0.0013,0.0013,0.0138,0.005,0.566,83.622,28.672,329.265,0.084,0.2,21,0,5/1/2022,5/1/2022 2:00,5,1,2022,0200,PJ,2,7544.642473,17886,3050.602755
25.058,0.0014,0.0014,0.0194,0.0028,0.789,84.533,28.273,320.934,0.2,0.2,21,0,5/1/2022,5/1/2022 3:00,5,1,2022,0300,PJ,2,7544.642473,17886,3050.602755
25.657,0.0014,0.0014,0.0196,0.0002,0.943,87,27.992,4.519,0.33,0.2,21,0,5/1/2022,5/1/2022 4:00,5,1,2022,0400,PJ,2,7544.642473,17886,3050.602755
30.011,0.0015,0.0015,0.0142,0.0001,1.005,89.567,27.709,353.845,0.41,0.2,21,0,5/1/2022,5/1/2022 5:00,5,1,2022,0500,PJ,2,7544.642473,17886,3050.602755
16.388,0.0013,0.0013,0.0084,0.0065,0.507,88.967,27.297,228.753,0.443,0.2,21,0,5/1/2022,5/1/2022 6:00,5,1,2022,0600,PJ,2,7544.642473,17886,3050.602755
10.906,0.001,0.001,0.0021,0.0252,0.332,69.069,32.492,253.031,1.446,0.2,21,345.455,5/1/2022,5/1/2022 13:00,5,1,2022,1300,PJ,2,7544.642473,17886,3050.602755
13.775,0.0011,0.0011,0.0042,0.0186,0.369,85.217,28.133,295.418,1.698,0.2,21,59.812,5/1/2022,5/1/2022 14:00,5,1,2022,1400,PJ,2,7544.642473,17886,3050.602755
15.428,0.0011,0.0011,0.008,0.0143,0.436,88.1,27.165,353.013,0.617,0.2,21,2.273,5/1/2022,5/1/2022 15:00,5,1,2022,1500,PJ,2,7544.642473,17886,3050.602755
21.065,0.0011,0.0011,0.0071,0.0173,0.488,87.584,26.82,20.745,0.746,0.2,21,15.817,5/1/2022,5/1/2022 16:00,5,1,2022,1600,PJ,2,7544.642473,17886,3050.602755
23.149,0.0013,0.0013,0.0091,0.0145,0.558,87.534,27.175,19.116,0.639,0.2,21,39.193,5/1/2022,5/1/2022 17:00,5,1,2022,1700,PJ,2,7544.642473,17886,3050.602755
17.285,0.0013,0.0013,0.01,0.0148,0.623,84.95,27.537,25.379,0.669,0.2,21,45.293,5/1/2022,5/1/2022 18:00,5,1,2022,1800,PJ,2,7544.642473,17886,3050.602755
13.01,0.0012,0.0012,0.0112,0.0131,0.54,82.5,27.927,306.504,0.689,0.2,21,19.272,5/1/2022,5/1/2022 19:00,5,1,2022,1900,PJ,2,7544.642473,17886,3050.602755
14.4,0.0013,0.0013,0.0184,0.0051,0.7,85.033,27.63,307.134,0.78,0.2,21,0,5/1/2022,5/1/2022 20:00,5,1,2022,2000,PJ,2,7544.642473,17886,3050.602755
20.847,0.0013,0.0013,0.0211,0.0005,0.979,86.683,27.412,310.372,0.596,0.2,21,0,5/1/2022,5/1/2022 21:00,5,1,2022,2100,PJ,2,7544.642473,17886,3050.602755
23.857,0.0018,0.0018,0.0181,0.0005,0.878,88.517,27.045,296.869,0.591,0.2,21,0,5/1/2022,5/1/2022 22:00,5,1,2022,2200,PJ,2,7544.642473,17886,3050.602755
32.541,0.0018,0.0018,0.0168,0.0002,1.094,90.25,26.678,297.759,0.279,0.2,21,0,5/1/2022,5/1/2022 23:00,5,1,2022,2300,PJ,2,7544.642473,17886,3050.602755
12.8,0.0004,0.0004,0.0128,0.0063,0.602,81.883,29.082,321.096,0.659,4.5,18.53,0,6/1/2022,6/1/2022 0:00,6,1,2022,0000,PJ,2,7544.642473,17886,3050.602755
28.719,0.0005,0.0005,0.0165,0.0027,0.61,82.417,28.76,297.542,0.84,4.5,18.53,0,6/1/2022,6/1/2022 1:00,6,1,2022,0100,PJ,2,7544.642473,17886,3050.602755
29.8,0.0005,0.0005,0.0123,0.0042,0.56,83.7,28.403,298.365,0.911,4.5,18.53,0,6/1/2022,6/1/2022 2:00,6,1,2022,0200,PJ,2,7544.642473,17886,3050.602755
29.884,0.0004,0.0004,0.0102,0.0042,0.539,85.167,27.987,306.408,0.942,4.5,18.53,0,6/1/2022,6/1/2022 3:00,6,1,2022,0300,PJ,2,7544.642473,17886,3050.602755
28.539,0.0005,0.0005,0.0095,0.0034,0.508,86.711,27.409,319.473,0.416,4.5,18.53,0,6/1/2022,6/1/2022 4:00,6,1,2022,0400,PJ,2,7544.642473,17886,3050.602755
26.371,0.0005,0.0005,0.0118,0.0016,0.494,86.933,27.337,312.037,0.602,4.5,18.53,0,6/1/2022,6/1/2022 5:00,6,1,2022,0500,PJ,2,7544.642473,17886,3050.602755
26.994,0.0004,0.0004,0.011,0.0013,0.505,87.4,27.222,309.982,0.541,4.5,18.53,0,6/1/2022,6/1/2022 6:00,6,1,2022,0600,PJ,2,7544.642473,17886,3050.602755
30.669,0.001,0.001,0.0105,0.0129,0.67,70.567,30.843,301.334,1.141,4.5,18.53,235.004,6/1/2022,6/1/2022 10:00,6,1,2022,1000,PJ,2,7544.642473,17886,3050.602755
14.655,0.0005,0.0005,0.0055,0.0229,0.502,62.983,32.403,288.878,1.678,4.5,18.53,363.265,6/1/2022,6/1/2022 12:00,6,1,2022,1200,PJ,2,7544.642473,17886,3050.602755
11.372,0.0003,0.0003,0.0024,0.0223,0.444,60.733,32.908,290.309,1.876,4.5,18.53,398.789,6/1/2022,6/1/2022 13:00,6,1,2022,1300,PJ,2,7544.642473,17886,3050.602755
10.046,0.0002,0.0002,0.0019,0.0224,0.45,60.767,33.345,284.975,2.264,4.5,18.53,455.423,6/1/2022,6/1/2022 14:00,6,1,2022,1400,PJ,2,7544.642473,17886,3050.602755
7.432,0.0002,0.0002,0.0019,0.0224,0.458,59.433,33.712,280.816,2.569,4.5,18.53,352.417,6/1/2022,6/1/2022 15:00,6,1,2022,1500,PJ,2,7544.642473,17886,3050.602755
10.58,0.0002,0.0002,0.0012,0.0221,0.46,57.212,34.026,278.774,2.465,4.5,18.53,317.092,6/1/2022,6/1/2022 16:00,6,1,2022,1600,PJ,2,7544.642473,17886,3050.602755
9.01,0.0002,0.0002,0.0013,0.0236,0.489,55.55,34.407,290.019,1.762,4.5,18.53,289.097,6/1/2022,6/1/2022 17:00,6,1,2022,1700,PJ,2,7544.642473,17886,3050.602755
13.044,0.0002,0.0002,0.0022,0.0247,0.49,56.75,34.039,282.489,1.896,4.5,18.53,129.262,6/1/2022,6/1/2022 18:00,6,1,2022,1800,PJ,2,7544.642473,17886,3050.602755
10.299,0.0004,0.0004,0.0058,0.0199,0.596,70,31.815,298.395,1.527,4.5,18.53,14.512,6/1/2022,6/1/2022 19:00,6,1,2022,1900,PJ,2,7544.642473,17886,3050.602755
11.674,0.0007,0.0007,0.0085,0.0118,0.555,81.7,28.992,308.989,1.06,4.5,18.53,0,6/1/2022,6/1/2022 23:00,6,1,2022,2300,PJ,2,7544.642473,17886,3050.602755
14.741,0.0008,0.0008,0.0212,0.0011,0.778,71.367,28.595,288.51,0.243,3,17.37,0,7/1/2022,7/1/2022 0:00,7,1,2022,0000,PJ,2,7544.642473,17886,3050.602755
20.714,0.0008,0.0008,0.0244,0.0003,0.979,72.884,28.327,48.307,0.158,3,17.37,0,7/1/2022,7/1/2022 1:00,7,1,2022,0100,PJ,2,7544.642473,17886,3050.602755
21.461,0.001,0.001,0.0259,0.0003,1.043,74.613,28.179,27.221,0.311,3,17.37,0,7/1/2022,7/1/2022 2:00,7,1,2022,0200,PJ,2,7544.642473,17886,3050.602755
19.398,0.001,0.001,0.0242,0.0002,1.06,76.267,27.83,41.95,0.226,3,17.37,0,7/1/2022,7/1/2022 3:00,7,1,2022,0300,PJ,2,7544.642473,17886,3050.602755
17.437,0.0008,0.0008,0.0218,0.0003,0.972,76.433,27.758,23.711,0.324,3,17.37,0,7/1/2022,7/1/2022 4:00,7,1,2022,0400,PJ,2,7544.642473,17886,3050.602755
14.812,0.0008,0.0008,0.0194,0.0002,0.767,76.583,27.54,45.851,0.333,3,17.37,0,7/1/2022,7/1/2022 5:00,7,1,2022,0500,PJ,2,7544.642473,17886,3050.602755
14.09,0.0008,0.0008,0.0176,0.0003,0.669,78.117,27.142,28.072,0.089,3,17.37,0,7/1/2022,7/1/2022 6:00,7,1,2022,0600,PJ,2,7544.642473,17886,3050.602755
14.923,0.0008,0.0008,0.0069,0.0234,0.34,66.034,32.34,214.558,0.66,3,17.37,374.959,7/1/2022,7/1/2022 12:00,7,1,2022,1200,PJ,2,7544.642473,17886,3050.602755
11.244,0.0007,0.0007,0.0048,0.0304,0.301,61.417,33.052,215.4,0.873,3,17.37,411.039,7/1/2022,7/1/2022 13:00,7,1,2022,1300,PJ,2,7544.642473,17886,3050.602755
21.397,0.0007,0.0007,0.0037,0.034,0.309,57.5,33.675,239.201,1.963,3,17.37,390.485,7/1/2022,7/1/2022 14:00,7,1,2022,1400,PJ,2,7544.642473,17886,3050.602755
10.527,0.0007,0.0007,0.0026,0.0326,0.301,55.667,33.967,238.826,1.592,3,17.37,366.563,7/1/2022,7/1/2022 15:00,7,1,2022,1500,PJ,2,7544.642473,17886,3050.602755
10.608,0.0008,0.0008,0.0042,0.0366,0.277,52.734,34.817,235.489,1.356,3,17.37,377.059,7/1/2022,7/1/2022 16:00,7,1,2022,1600,PJ,2,7544.642473,17886,3050.602755
15.543,0.0007,0.0007,0.0044,0.0345,0.307,50.066,34.749,234.732,1.874,3,17.37,234.315,7/1/2022,7/1/2022 17:00,7,1,2022,1700,PJ,2,7544.642473,17886,3050.602755
12.621,0.0008,0.0008,0.0047,0.0308,0.289,52.206,33.619,222.57,1.184,3,17.37,110.967,7/1/2022,7/1/2022 18:00,7,1,2022,1800,PJ,2,7544.642473,17886,3050.602755
12.22,0.0008,0.0008,0.0069,0.0299,0.288,54.417,32.479,195.672,0.892,3,17.37,28.172,7/1/2022,7/1/2022 19:00,7,1,2022,1900,PJ,2,7544.642473,17886,3050.602755
14.465,0.0013,0.0013,0.0168,0.016,0.445,57.667,30.968,216.111,0.152,3,17.37,0,7/1/2022,7/1/2022 20:00,7,1,2022,2000,PJ,2,7544.642473,17886,3050.602755
16.902,0.0013,0.0013,0.0218,0.0109,0.628,61.2,30.077,244.618,0.152,3,17.37,0,7/1/2022,7/1/2022 21:00,7,1,2022,2100,PJ,2,7544.642473,17886,3050.602755
19.513,0.0009,0.0009,0.0214,0.0089,0.738,66.333,29.355,309.886,0.184,3,17.37,0,7/1/2022,7/1/2022 22:00,7,1,2022,2200,PJ,2,7544.642473,17886,3050.602755
17.375,0.0009,0.0009,0.022,0.0057,0.8,67.05,28.765,284.554,0.214,3,17.37,0,7/1/2022,7/1/2022 23:00,7,1,2022,2300,PJ,2,7544.642473,17886,3050.602755
24.498,0.0011,0.0011,0.0171,0.0043,1.045,83.895,27.6,7.493,0.522,3,17.9,0,8/1/2022,8/1/2022 0:00,8,1,2022,0000,PJ,2,7544.642473,17886,3050.602755
23.667,0.0012,0.0012,0.0155,0.0043,0.886,85.35,27.075,12.647,0.21,3,17.9,0,8/1/2022,8/1/2022 1:00,8,1,2022,0100,PJ,2,7544.642473,17886,3050.602755
17.435,0.0012,0.0012,0.0152,0.0036,0.806,84.659,26.775,353.66,0.29,3,17.9,0,8/1/2022,8/1/2022 2:00,8,1,2022,0200,PJ,2,7544.642473,17886,3050.602755
16.313,0.0011,0.0011,0.0138,0.0041,0.461,84.603,26.275,294.651,0.158,3,17.9,0,8/1/2022,8/1/2022 3:00,8,1,2022,0300,PJ,2,7544.642473,17886,3050.602755
15.609,0.0012,0.0012,0.0149,0.0031,0.541,85.573,26.125,298.715,0.263,3,17.9,0,8/1/2022,8/1/2022 4:00,8,1,2022,0400,PJ,2,7544.642473,17886,3050.602755
17.084,0.0012,0.0012,0.0138,0.0033,0.502,87.192,25.725,310.88,0.335,3,17.9,0,8/1/2022,8/1/2022 5:00,8,1,2022,0500,PJ,2,7544.642473,17886,3050.602755
