PM10,PM25,SO2,NO2,O3,CO,Humidity,Temperature,WindDirection,WindSpeed,Evaporation,GlobalRadiation,SolarRadiation,DateTemp,Date,Day,Month,Year,Hour,Location,LocationInNum,LocationInNum,MaxDemand,Bill
30.041,21.933,0.0022,0.0156,0.0217,0.64,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0000,PJ,2,7691.446237,18101,3464.183468
39.663,39.568,0.0028,0.0204,0.012,0.762,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0100,PJ,2,7691.446237,18101,3464.183468
47.638,32.074,0.0025,0.023,0.0065,0.883,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0200,PJ,2,7691.446237,18101,3464.183468
52.434,47.852,0.0027,0.0276,0.0036,1.032,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0300,PJ,2,7691.446237,18101,3464.183468
45.851,43.591,0.0025,0.0222,0.0035,0.901,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0400,PJ,2,7691.446237,18101,3464.183468
36.872,30.143,0.0009,0.0047,0.0687,0.549,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0500,PJ,2,7691.446237,18101,3464.183468
35.433,27.606,0.0011,0.0064,0.0586,0.532,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0600,PJ,2,7691.446237,18101,3464.183468
20.924,11.892,0.0011,0.0045,0.0481,0.511,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0700,PJ,2,7691.446237,18101,3464.183468
25.873,19.249,0.0012,0.0051,0.0349,0.471,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0800,PJ,2,7691.446237,18101,3464.183468
29.543,24.023,0.0011,0.0089,0.0256,0.542,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,0900,PJ,2,7691.446237,18101,3464.183468
23.326,18.517,0.0011,0.0131,0.0233,0.553,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,1000,PJ,2,7691.446237,18101,3464.183468
32.162,25.772,0.0012,0.0174,0.0202,0.672,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,1100,PJ,2,7691.446237,18101,3464.183468
29.602,23.198,0.0011,0.0172,0.0211,0.685,70.4,28.4,250.00 ,6.80 ,7.1,21.33,,1/1/2023,,1,1,2023,1200,PJ,2,7691.446237,18101,3464.183468
24.506,18.012,0.0014,0.0317,0.0031,0.849,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,1300,PJ,2,7691.446237,18101,3464.183468
32.422,24.705,0.0016,0.0327,0.0017,0.913,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,1400,PJ,2,7691.446237,18101,3464.183468
32.253,23.804,0.0017,0.0321,0.0009,0.941,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,1500,PJ,2,7691.446237,18101,3464.183468
39.589,28.981,0.0014,0.0285,0.0015,0.912,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,1600,PJ,2,7691.446237,18101,3464.183468
38.607,29.343,0.0014,0.0259,0.0022,0.878,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,1700,PJ,2,7691.446237,18101,3464.183468
52.324,40.916,0.0014,0.0266,0.0007,0.881,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,1800,PJ,2,7691.446237,18101,3464.183468
34.719,25.01,0.0024,0.0223,0.0017, ,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,1900,PJ,2,7691.446237,18101,3464.183468
39.063,29.414,0.002,0.0238,0.0052,1.026,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,2000,PJ,2,7691.446237,18101,3464.183468
53.523,41.677,0.0018,0.0308,0.007,1.078,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,2100,PJ,2,7691.446237,18101,3464.183468
47.126,36.285,0.0017,0.0204,0.018,0.759,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,2200,PJ,2,7691.446237,18101,3464.183468
40.026,30.683,0.0014,0.0138,0.0295,0.678,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,2300,PJ,2,7691.446237,18101,3464.183468
18.094,10.422,0.0008,0.0107,0.0365,0.661,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0000,PJ,2,7691.446237,18101,3464.183468
21.476,13.745,0.0007,0.0111,0.0403,0.642,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0100,PJ,2,7691.446237,18101,3464.183468
9.541,3.441,0.0005,0.0108,0.0308,0.623,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0200,PJ,2,7691.446237,18101,3464.183468
19.216,12.677,0.0007,0.012,0.022,0.657,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0300,PJ,2,7691.446237,18101,3464.183468
10.792,4.863,0.0007,0.014,0.0149,0.662,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0400,PJ,2,7691.446237,18101,3464.183468
19.857,16.462,0.0007,0.0189,0.008,0.762,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0500,PJ,2,7691.446237,18101,3464.183468
18.788,14.014,0.0007,0.0189,0.0076,0.847,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0600,PJ,2,7691.446237,18101,3464.183468
16.658,12.236,0.0008,0.022,0.0046,0.963,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0700,PJ,2,7691.446237,18101,3464.183468
18.411,13.388,0.0009,0.0288,0.0014,1.12,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0800,PJ,2,7691.446237,18101,3464.183468
23.539,17.031,0.001,0.0262,0.0007,1.304,89.9,27.6,240.00 ,8.40 ,0.8,15.95,,2/1/2023,,2,1,2023,0900,PJ,2,7691.446237,18101,3464.183468
28.342,23.558,0.001,0.024,0.0016,1.06,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1000,PJ,2,7691.446237,18101,3464.183468
24.382,18.905,0.0009,0.0224,0.0021,0.94,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1100,PJ,2,7691.446237,18101,3464.183468
18.367,14.785,0.0008,0.0232,0.003,0.846,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1200,PJ,2,7691.446237,18101,3464.183468
11.528,8.759,0.0008,0.0142,0.0075,0.758,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1300,PJ,2,7691.446237,18101,3464.183468
27.208,24.02,0.0008,0.0086,0.0144,0.652,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1400,PJ,2,7691.446237,18101,3464.183468
27.62,24.11,0.0008,0.0092,0.012,0.659,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1500,PJ,2,7691.446237,18101,3464.183468
16.535,13.164,0.001,0.0171,0.0029, ,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1600,PJ,2,7691.446237,18101,3464.183468
12.472,9.425,0.0009,0.017,0.0048,0.911,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1700,PJ,2,7691.446237,18101,3464.183468
15.948,13.754,0.0008,0.0194,0.0053,0.969,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1800,PJ,2,7691.446237,18101,3464.183468
18.64,15.427,0.0008,0.0231,0.0033,1.051,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,1900,PJ,2,7691.446237,18101,3464.183468
8.89,7.74,0.0009,0.0213,0.0057,0.97,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,2000,PJ,2,7691.446237,18101,3464.183468
18.741,15.117,0.0009,0.0215,0.0075,0.905,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,2100,PJ,2,7691.446237,18101,3464.183468
12.792,10.785,0.0008,0.0175,0.011,0.8,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,2200,PJ,2,7691.446237,18101,3464.183468
12.556,9.277,0.0007,0.0179,0.0135,0.793,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,2300,PJ,2,7691.446237,18101,3464.183468
14.409,12.685,0.0008,0.0214,0.01,0.851,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,0000,PJ,2,7691.446237,18101,3464.183468
17.051,12.762,0.0008,0.0279,0.0066,0.963,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,0100,PJ,2,7691.446237,18101,3464.183468
23.197,19.379,0.0008,0.0293,0.005,1.035,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,0200,PJ,2,7691.446237,18101,3464.183468
20.128,16.046,0.0009,0.0314,0.0023,1.194,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,0300,PJ,2,7691.446237,18101,3464.183468
27.529,21.99,0.001,0.0298,0.0016,1.342,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,0400,PJ,2,7691.446237,18101,3464.183468
26.837,21.072,0.0013,0.0262,0.0014,1.302,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,0500,PJ,2,7691.446237,18101,3464.183468
21.781,16.56,0.0012,0.0239,0.0016,1.245,84.1,27.4,360.00 ,8.20 ,4,17.14,,3/1/2023,,3,1,2023,0600,PJ,2,7691.446237,18101,3464.183468
32.624,28.399,0.002,0.0392,0.0012,1.921,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,0700,PJ,2,7691.446237,18101,3464.183468
34.849,28.73,0.0022,0.0357,0.0012,1.905,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,0800,PJ,2,7691.446237,18101,3464.183468
33.76,28.899,0.0026,0.0304,0.0012,1.451,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,0900,PJ,2,7691.446237,18101,3464.183468
29.795,24.128,0.0026,0.0262,0.0012,1.335,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1000,PJ,2,7691.446237,18101,3464.183468
29.327,24.582,0.0023,0.0236,0.0011,1.446,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1100,PJ,2,7691.446237,18101,3464.183468
33.697,28.058,0.0022,0.0226,0.0011,1.428,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1200,PJ,2,7691.446237,18101,3464.183468
32.896,26.488,0.0026,0.0226,0.0042, ,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1300,PJ,2,7691.446237,18101,3464.183468
35.387,31.046,0.0028,0.0222,0.0159,1.273,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1400,PJ,2,7691.446237,18101,3464.183468
28.6,26.416,0.0026,0.0166,0.0327,1.084,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1500,PJ,2,7691.446237,18101,3464.183468
30.807,24.583,0.0023,0.0149,0.0455,1.113,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1600,PJ,2,7691.446237,18101,3464.183468
29.939,22.792,0.0018,0.0098,0.058,0.999,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1700,PJ,2,7691.446237,18101,3464.183468
32.556,29.633,0.0017,0.009,0.0577,0.977,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1800,PJ,2,7691.446237,18101,3464.183468
33.897,26.386,0.0018,0.009,0.0573,0.973,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,1900,PJ,2,7691.446237,18101,3464.183468
35.96,31.295,0.0017,0.0093,0.0543,0.923,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,2000,PJ,2,7691.446237,18101,3464.183468
15.684,14.063,0.0013,0.0105,0.045,0.9,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,2100,PJ,2,7691.446237,18101,3464.183468
20.38,17.31,0.0013,0.0255,0.0311,1.161,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,2200,PJ,2,7691.446237,18101,3464.183468
32.036,29.236,0.0015,0.0321,0.0243,1.364,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,2300,PJ,2,7691.446237,18101,3464.183468
25.397,22.142,0.0016,0.0337,0.0208,1.537,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,0000,PJ,2,7691.446237,18101,3464.183468
29.282,25.117,0.0015,0.03,0.0186,1.485,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,0100,PJ,2,7691.446237,18101,3464.183468
32.835,29.183,0.0016,0.0333,0.014,1.613,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,0200,PJ,2,7691.446237,18101,3464.183468
31.791,27.673,0.0016,0.0257,0.0186,1.44,81.8,26.7,260.00 ,6.70 ,6.1,1.91,,4/1/2023,,4,1,2023,0300,PJ,2,7691.446237,18101,3464.183468
56.234,45.747,0.0017,0.0316,0.002,2.019,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,0400,PJ,2,7691.446237,18101,3464.183468
40.189,28.997,0.0016,0.0282,0.0021,2.158,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,0500,PJ,2,7691.446237,18101,3464.183468
43.448,31.524,0.0017,0.0253,0.002,2.136,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,0600,PJ,2,7691.446237,18101,3464.183468
31.439,20.224,0.0017,0.0222,0.002,2.196,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,0700,PJ,2,7691.446237,18101,3464.183468
40.948,28.143,0.0017,0.0202,0.0021,2.185,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,0800,PJ,2,7691.446237,18101,3464.183468
34.055,21.98,0.0017,0.02,0.002,2.173,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,0900,PJ,2,7691.446237,18101,3464.183468
23.364,13.781,0.0014,0.013,0.0169,1.165,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1000,PJ,2,7691.446237,18101,3464.183468
24.577,20.255,0.0013,0.0067,0.027,0.975,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1100,PJ,2,7691.446237,18101,3464.183468
27.779,23.185,0.0012,0.0034,0.0383,0.896,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1200,PJ,2,7691.446237,18101,3464.183468
24.379,16.593,0.0011,0.0002,0.0295,0.81,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1300,PJ,2,7691.446237,18101,3464.183468
10.642,5.812,0.0011,0.0018,0.0348,0.85,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1400,PJ,2,7691.446237,18101,3464.183468
16.334,11.004,0.0013,0.0028,0.0404,0.859,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1500,PJ,2,7691.446237,18101,3464.183468
25.624,17.651,0.0016,0.0051,0.045,0.923,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1600,PJ,2,7691.446237,18101,3464.183468
22.814,18.653,0.0013,0.0071,0.0342,0.911,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1700,PJ,2,7691.446237,18101,3464.183468
21.477,15.796,0.0016,0.0094,0.0316,0.938,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1800,PJ,2,7691.446237,18101,3464.183468
33.269,24.767,0.0017,0.0084,0.0294,0.965,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,1900,PJ,2,7691.446237,18101,3464.183468
17.933,10.913,0.0013,0.0048,0.0193,0.868,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,2000,PJ,2,7691.446237,18101,3464.183468
9.614,4.633,0.0012,0.016,0.0119,1.035,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,2100,PJ,2,7691.446237,18101,3464.183468
11.66,5.124,0.0013,0.0209,0.0057,1.097,81.6,26.7,80.00 ,15.00 ,3.8,16.16,,5/1/2023,,5,1,2023,2200,PJ,2,7691.446237,18101,3464.183468
47.538,33.936,0.0019,0.0415,0.0024,1.306,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,2300,PJ,2,7691.446237,18101,3464.183468
80.84,63.101,0.0014,0.0366,0.0038,1.238,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0000,PJ,2,7691.446237,18101,3464.183468
85.724,67.41,0.0012,0.0258,0.0055,0.975,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0100,PJ,2,7691.446237,18101,3464.183468
46.135,34.807,0.001,0.0214,0.0022,0.94,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0200,PJ,2,7691.446237,18101,3464.183468
82.976,68.266,0.0014,0.0233,0.0053,0.942,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0300,PJ,2,7691.446237,18101,3464.183468
39.101,30.46,0.0011,0.0134,0.0117,0.848,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0400,PJ,2,7691.446237,18101,3464.183468
83.514,67.581,0.001,0.0192,0.0031, ,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0500,PJ,2,7691.446237,18101,3464.183468
44.898,30.707,0.0012,0.0241,0.0273,1.118,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0600,PJ,2,7691.446237,18101,3464.183468
51.187,38.996,0.0013,0.0173,0.0376,0.939,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0700,PJ,2,7691.446237,18101,3464.183468
31.013,19.724,0.0035,0.0172,0.0313,0.781,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0800,PJ,2,7691.446237,18101,3464.183468
34.839,25.58,0.0068,0.019,0.0265,0.758,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,0900,PJ,2,7691.446237,18101,3464.183468
30.965,22.978,0.0017,0.0092,0.0402,0.742,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,1000,PJ,2,7691.446237,18101,3464.183468
33.282,20.711,0.0012,0.0162,0.0322,0.797,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,1100,PJ,2,7691.446237,18101,3464.183468
26.281,13.656,0.0031,0.0292,0.0156,0.868,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,1200,PJ,2,7691.446237,18101,3464.183468
34.209,20.207,0.0031,0.0333,0.0129,1.033,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,1300,PJ,2,7691.446237,18101,3464.183468
42.766,27.906,0.0024,0.0361,0.0092,1.083,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,1400,PJ,2,7691.446237,18101,3464.183468
26.912,18.015,0.0021,0.0329,0.0047,1.019,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,1500,PJ,2,7691.446237,18101,3464.183468
27.603,19.267,0.0014,0.0334,0.0035,1.059,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,1600,PJ,2,7691.446237,18101,3464.183468
39.266,29.881,0.0017,0.0344,0.0022,1.269,76.4,27.8,60.00 ,7.10 ,5.3,18.71,,6/1/2023,,6,1,2023,1700,PJ,2,7691.446237,18101,3464.183468
34.57,25.058,0.0008,0.0185,0.0057,0.833,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,1800,PJ,2,7691.446237,18101,3464.183468
33.032,22.429,0.0009,0.0165,0.0067,0.807,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,1900,PJ,2,7691.446237,18101,3464.183468
8.355,2.102,0.0007,0.0042,0.015,0.587,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,2000,PJ,2,7691.446237,18101,3464.183468
8.713,3.212,0.0006,0.004,0.0127,0.597,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,2100,PJ,2,7691.446237,18101,3464.183468
6.662,3.91,0.0006,0.0029,0.0123,0.585,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,2200,PJ,2,7691.446237,18101,3464.183468
9.141,5.531,0.0005,0.0039,0.0116,0.587,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,2300,PJ,2,7691.446237,18101,3464.183468
10.711,7.314,0.0006,0.0081,0.0075, ,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0000,PJ,2,7691.446237,18101,3464.183468
17.248,3.835,0.0009,0.0091,0.0102,0.745,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0100,PJ,2,7691.446237,18101,3464.183468
8.172,7.235,0.0005,0.0071,0.0152,0.701,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0200,PJ,2,7691.446237,18101,3464.183468
12.877,6.483,0.0005,0.0087,0.0204,0.707,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0300,PJ,2,7691.446237,18101,3464.183468
13.841,9.46,0.0006,0.0095,0.0314,0.739,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0400,PJ,2,7691.446237,18101,3464.183468
17.781,13.538,0.0008,0.0095,0.0336,0.7,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0500,PJ,2,7691.446237,18101,3464.183468
14.471,13.262,0.0007,0.0087,0.0326,0.677,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0600,PJ,2,7691.446237,18101,3464.183468
14.608,7.825,0.0006,0.0081,0.0324,0.674,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0700,PJ,2,7691.446237,18101,3464.183468
9.951,5.985,0.0005,0.0071,0.03,0.677,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0800,PJ,2,7691.446237,18101,3464.183468
19.678,13.458,0.0006,0.0043,0.0306,0.684,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,0900,PJ,2,7691.446237,18101,3464.183468
9.002,2.144,0.0005,0.0058,0.0289,0.799,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,1000,PJ,2,7691.446237,18101,3464.183468
14.651,8.647,0.0005,0.0077,0.0237,0.748,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,1100,PJ,2,7691.446237,18101,3464.183468
17.428,11.023,0.0006,0.0098,0.0196,0.782,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,1200,PJ,2,7691.446237,18101,3464.183468
16.883,9.997,0.0007,0.0131,0.0156,0.786,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,1300,PJ,2,7691.446237,18101,3464.183468
18.798,13.197,0.0008,0.0145,0.0133,0.819,76.6,27.5,250.00 ,7.60 ,4.4,18.68,,7/1/2023,,7,1,2023,1400,PJ,2,7691.446237,18101,3464.183468
33.996,20.143,0.0014,0.0172,0.0159,0.878,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,1500,PJ,2,7691.446237,18101,3464.183468
27.623,15.378,0.0014,0.0147,0.0152,0.865,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,1600,PJ,2,7691.446237,18101,3464.183468
25.505,14.169,0.0014,0.0095,0.016,0.761,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,1700,PJ,2,7691.446237,18101,3464.183468
25.654,14.184,0.0014,0.0097,0.0135,0.774,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,1800,PJ,2,7691.446237,18101,3464.183468
27.82,14.998,0.0015,0.0081,0.0132,0.747,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,1900,PJ,2,7691.446237,18101,3464.183468
27.316,14.783,0.0015,0.0078,0.0123,0.736,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,2000,PJ,2,7691.446237,18101,3464.183468
64.83,15.63,0.0016,0.0104,0.0099, ,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,2100,PJ,2,7691.446237,18101,3464.183468
173.928,152.929,0.0033,0.019,0.0151,1.186,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,2200,PJ,2,7691.446237,18101,3464.183468
90.114,61.636,0.0021,0.0104,0.0177,0.825,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,2300,PJ,2,7691.446237,18101,3464.183468
35.469,17.264,0.0013,0.0067,0.0253,0.77,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,0000,PJ,2,7691.446237,18101,3464.183468
32.161,19.452,0.0019,0.0117,0.016,0.772,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,0100,PJ,2,7691.446237,18101,3464.183468
36.856,20.779,0.0024,0.0181,0.018,0.845,79.1,27.4,240.00 ,7.50 ,4.8,15.58,,8/1/2023,,8,1,2023,0200,PJ,2,7691.446237,18101,3464.183468
