PM10,PM25,SO2,NO2,O3,CO,Humidity,Temperature,WindDirection,WindSpeed,Evaporation,GlobalRadiation,SolarRadiation,DateTemp,Date,Day,Month,Year,Hour,Location,LocationInNum,LocationInNum,MaxDemand,Bill
17.065,11.386,0.003,0.0074,0.0381,0.821,74.5,28.3,-1.00 ,-1.10 ,4.9,18.74,,19/9/2023,,19,9,2023,2100,PJ,2,7336.9125,16070,4544.277153
12.869,8.202,0.0008,0.004,0.0311,0.816,74.5,28.3,-1.00 ,-1.10 ,4.9,18.74,,19/9/2023,,19,9,2023,2200,PJ,2,7336.9125,16070,4544.277153
18.66,15.258,0.0006,0.0047,0.0264,0.818,74.5,28.3,-1.00 ,-1.10 ,4.9,18.74,,19/9/2023,,19,9,2023,2300,PJ,2,7336.9125,16070,4544.277153
8.166,5.04,0.0006,0.0061,0.0236,0.858,74.5,28.3,-1.00 ,-1.10 ,4.9,18.74,,19/9/2023,,19,9,2023,0000,PJ,2,7336.9125,16070,4544.277153
16.099,11.65,0.0007,0.006,0.022,0.863,74.5,28.3,-1.00 ,-1.10 ,4.9,18.74,,19/9/2023,,19,9,2023,0100,PJ,2,7336.9125,16070,4544.277153
16.639,11.758,0.0006,0.0121,0.0134,0.969,74.5,28.3,-1.00 ,-1.10 ,4.9,18.74,,19/9/2023,,19,9,2023,0200,PJ,2,7336.9125,16070,4544.277153
11.429,7.638,0.0006,0.0098,0.0138,0.864,74.5,28.3,-1.00 ,-1.10 ,4.9,18.74,,19/9/2023,,19,9,2023,0300,PJ,2,7336.9125,16070,4544.277153
26.614,18.941,0.0012,0.0233,0.0015,1.234,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,0400,PJ,2,7336.9125,16070,4544.277153
30.805,22.103,0.0013,0.0216,0.0014,1.413,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,0500,PJ,2,7336.9125,16070,4544.277153
22.396,14.634,0.0011,0.0228,0.0014,1.124,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,0600,PJ,2,7336.9125,16070,4544.277153
12.613,4.947,0.001,0.0181,0.0038,1.046,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,0700,PJ,2,7336.9125,16070,4544.277153
21.224,13.733,0.0011,0.0072,0.0124,0.754,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,0800,PJ,2,7336.9125,16070,4544.277153
8.258,4.508,0.001,0.0044,0.0147,0.674,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,0900,PJ,2,7336.9125,16070,4544.277153
8.693,3.113,0.001,0.0125,0.0042, ,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1000,PJ,2,7336.9125,16070,4544.277153
33.296,26.56,0.0019,0.0173,0.0075,1.097,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1100,PJ,2,7336.9125,16070,4544.277153
32.388,23.941,0.0014,0.0115,0.0193,0.897,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1200,PJ,2,7336.9125,16070,4544.277153
21.393,15.069,0.001,0.0095,0.0261,0.854,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1300,PJ,2,7336.9125,16070,4544.277153
16.441,11.535,0.0009,0.0108,0.0345,0.882,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1400,PJ,2,7336.9125,16070,4544.277153
24.364,16.743,0.0009,0.0113,0.0364,0.863,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1500,PJ,2,7336.9125,16070,4544.277153
20.12,13.126,0.0009,0.0068,0.0411,0.794,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1600,PJ,2,7336.9125,16070,4544.277153
13.305,6.714,0.0009,0.0119,0.0292,0.799,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1700,PJ,2,7336.9125,16070,4544.277153
24.078,21.099,0.0009,0.0246,0.017,1.054,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1800,PJ,2,7336.9125,16070,4544.277153
23.376,18.71,0.001,0.0305,0.0053,1.112,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,1900,PJ,2,7336.9125,16070,4544.277153
15.217,9.239,0.0009,0.0312,0.0024,1.217,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,2000,PJ,2,7336.9125,16070,4544.277153
26.561,16.987,0.0011,0.0316,0.0028,1.285,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,2100,PJ,2,7336.9125,16070,4544.277153
24.996,15.896,0.0012,0.0368,0.0017,1.647,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,2200,PJ,2,7336.9125,16070,4544.277153
27.996,18.089,0.0014,0.0388,0.0015,2.043,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,2300,PJ,2,7336.9125,16070,4544.277153
25.885,17.441,0.0014,0.0348,0.0016,1.721,85,26.9,-1.00 ,-1.10 ,0.7,-1.11,,20/9/2023,,20,9,2023,0000,PJ,2,7336.9125,16070,4544.277153
13.865,9.671,0.0005,0.0251,0.0014,1.189,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,0100,PJ,2,7336.9125,16070,4544.277153
19.235,11.367,0.0006,0.0242,0.0014,1.301,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,0200,PJ,2,7336.9125,16070,4544.277153
25.782,14.739,0.0007,0.0197,0.0013,1.242,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,0300,PJ,2,7336.9125,16070,4544.277153
22.723,14.898,0.0006,0.0186,0.0014,1.23,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,0400,PJ,2,7336.9125,16070,4544.277153
26.343,17.991,0.0009,0.0176,0.0014,1.233,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,0500,PJ,2,7336.9125,16070,4544.277153
25.581,15.843,0.001,0.0147,0.0015,1.228,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,0600,PJ,2,7336.9125,16070,4544.277153
30.36,18.176,0.001,0.0107,0.0015, ,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,0700,PJ,2,7336.9125,16070,4544.277153
25.472,16.194,0.0006,0.0144,0.0199,0.599,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,0800,PJ,2,7336.9125,16070,4544.277153
12.122,5.772,0.0006,0.0103,0.0301,0.528,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,0900,PJ,2,7336.9125,16070,4544.277153
22.747,14.402,0.0005,0.0118,0.0358,0.559,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1000,PJ,2,7336.9125,16070,4544.277153
24.514,15.962,0.0004,0.0099,0.0363,0.535,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1100,PJ,2,7336.9125,16070,4544.277153
19.777,9.287,0.0005,0.0053,0.0398,0.51,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1200,PJ,2,7336.9125,16070,4544.277153
26.311,16.003,0.0003,0.0077,0.0388,0.623,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1300,PJ,2,7336.9125,16070,4544.277153
30.964,20.277,0.0002,0.0123,0.0293,0.667,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1400,PJ,2,7336.9125,16070,4544.277153
21.91,15.165,0.0002,0.0196,0.0167,0.738,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1500,PJ,2,7336.9125,16070,4544.277153
17.119,11.648,0.0004,0.0171,0.0156,0.737,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1600,PJ,2,7336.9125,16070,4544.277153
31.45,18.945,0.0002,0.0264,0.0066,0.941,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1700,PJ,2,7336.9125,16070,4544.277153
39.11,21.218,0.0004,0.0291,0.0033,1.025,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1800,PJ,2,7336.9125,16070,4544.277153
24.318,20.249,0.0005,0.0298,0.0018,1.036,81.5,26.9,-1.00 ,-1.10 ,4,10.88,,21/9/2023,,21,9,2023,1900,PJ,2,7336.9125,16070,4544.277153
7.098,3.969,0.0017,0.0076,0.0124,0.507,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,2000,PJ,2,7336.9125,16070,4544.277153
13.344,8.35,0.0017,0.0095,0.0096,0.737,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,2100,PJ,2,7336.9125,16070,4544.277153
11,5.796,0.0018,0.0123,0.0057,0.86,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,2200,PJ,2,7336.9125,16070,4544.277153
11.09,5.23,0.0018,0.0077,0.0081,0.905,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,2300,PJ,2,7336.9125,16070,4544.277153
10.559,5.018,0.0018,0.0063,0.0081,0.719,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0000,PJ,2,7336.9125,16070,4544.277153
12.935,7.814,0.0019,0.0068,0.0072,0.558,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0100,PJ,2,7336.9125,16070,4544.277153
39.283,29.373,0.002,0.0124,0.0047, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0200,PJ,2,7336.9125,16070,4544.277153
23.444,16.163,0.002,0.0123,0.0072, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0300,PJ,2,7336.9125,16070,4544.277153
14.115,11.244,0.0022,0.0082,0.0163, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0400,PJ,2,7336.9125,16070,4544.277153
16.401,11.944,0.0017,0.005,0.0229, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0500,PJ,2,7336.9125,16070,4544.277153
5.523,2.824,0.0017,0.0036,0.0325,0.83,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0600,PJ,2,7336.9125,16070,4544.277153
25.178,21.001,0.0016,0.0036,0.0345,0.757,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0700,PJ,2,7336.9125,16070,4544.277153
20.18,16.568,0.0018,0.0026,0.0396, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0800,PJ,2,7336.9125,16070,4544.277153
25.684,19.179,0.0018,0.0044,0.0354, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,0900,PJ,2,7336.9125,16070,4544.277153
22.377,15.181,0.0017,0.008,0.0328, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,1000,PJ,2,7336.9125,16070,4544.277153
13.138,6.43,0.0017,0.0061,0.025, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,1100,PJ,2,7336.9125,16070,4544.277153
16.235,13.112,0.0017,0.0095,0.0203, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,1200,PJ,2,7336.9125,16070,4544.277153
12.095,7.042,0.0016,0.0074,0.0209, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,1300,PJ,2,7336.9125,16070,4544.277153
10.741,7.744,0.0016,0.0039,0.0192, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,1400,PJ,2,7336.9125,16070,4544.277153
13.986,9.71,0.0017,0.0072,0.0122, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,1500,PJ,2,7336.9125,16070,4544.277153
11.611,7.486,0.0017,0.0091,0.0119, ,77.5,27.5,-1.00 ,-1.10 ,2.2,16.18,,22/9/2023,,22,9,2023,1600,PJ,2,7336.9125,16070,4544.277153
26.141,17.919,0.0013,0.0147,0.0164,1.085,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,1700,PJ,2,7336.9125,16070,4544.277153
19.967,16.474,0.0009,0.006,0.0194,0.927,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,1800,PJ,2,7336.9125,16070,4544.277153
11.134,7.21,0.0008,0.0048,0.0189,0.911,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,1900,PJ,2,7336.9125,16070,4544.277153
4.984,0.885,0.0008,0.0133,0.0102,0.958,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,2000,PJ,2,7336.9125,16070,4544.277153
13.68,9.144,0.0008,0.0081,0.0101,0.962,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,2100,PJ,2,7336.9125,16070,4544.277153
17.974,11.905,0.0008,0.0111,0.0069,0.987,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,2200,PJ,2,7336.9125,16070,4544.277153
24.44,14.641,0.0013,0.0206,0.004, ,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,2300,PJ,2,7336.9125,16070,4544.277153
7.751,0.323,0.001,0.0149,0.015,1.177,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0000,PJ,2,7336.9125,16070,4544.277153
31.488,22.341,0.0009,0.0214,0.0141,1.228,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0100,PJ,2,7336.9125,16070,4544.277153
24.959,18.775,0.0009,0.0108,0.0306,0.995,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0200,PJ,2,7336.9125,16070,4544.277153
20.517,13.698,0.0008,0.008,0.0409,0.959,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0300,PJ,2,7336.9125,16070,4544.277153
11.307,3.593,0.0008,0.0111,0.047,0.975,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0400,PJ,2,7336.9125,16070,4544.277153
24.047,16.116,0.0009,0.008,0.0556,0.991,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0500,PJ,2,7336.9125,16070,4544.277153
41.608,28.823,0.0009,0.0092,0.0515,1.004,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0600,PJ,2,7336.9125,16070,4544.277153
36.603,23.938,0.0013,0.014,0.0442,1.107,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0700,PJ,2,7336.9125,16070,4544.277153
23.51,16.781,0.001,0.0145,0.0412,1.128,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0800,PJ,2,7336.9125,16070,4544.277153
20.648,14.959,0.0009,0.0151,0.0342,1.182,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,0900,PJ,2,7336.9125,16070,4544.277153
28.016,22.908,0.0008,0.0168,0.0256,1.25,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,1000,PJ,2,7336.9125,16070,4544.277153
24.872,17.836,0.0009,0.0257,0.016,1.408,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,1100,PJ,2,7336.9125,16070,4544.277153
31.846,23.71,0.001,0.0337,0.0081,1.612,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,1200,PJ,2,7336.9125,16070,4544.277153
32.625,24.499,0.0011,0.0299,0.0022,1.693,69.8,29,-1.00 ,-1.10 ,3.5,-1.11,,23/9/2023,,23,9,2023,1300,PJ,2,7336.9125,16070,4544.277153
12.761,8.645,0.0017,0.0331,0.0012,1.255,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,1400,PJ,2,7336.9125,16070,4544.277153
14.795,11.095,0.0018,0.0312,0.0011,1.441,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,1500,PJ,2,7336.9125,16070,4544.277153
17.825,14.472,0.0018,0.0256,0.0011,1.376,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,1600,PJ,2,7336.9125,16070,4544.277153
18.682,13.741,0.0018,0.0246,0.0011,1.376,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,1700,PJ,2,7336.9125,16070,4544.277153
17.232,12.918,0.0018,0.0229,0.0012,1.385,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,1800,PJ,2,7336.9125,16070,4544.277153
18.965,14.873,0.0018,0.0195,0.0012,1.365,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,1900,PJ,2,7336.9125,16070,4544.277153
23.168,18.591,0.0018,0.0213,0.0036, ,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,2000,PJ,2,7336.9125,16070,4544.277153
32.06,27.257,0.0017,0.022,0.0155,1.128,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,2100,PJ,2,7336.9125,16070,4544.277153
27.357,20.191,0.0017,0.0228,0.0246,1.001,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,2200,PJ,2,7336.9125,16070,4544.277153
20.253,15.812,0.0022,0.0106,0.0448,0.792,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,2300,PJ,2,7336.9125,16070,4544.277153
16.545,12.818,0.0021,0.0066,0.0532,0.765,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0000,PJ,2,7336.9125,16070,4544.277153
30.054,24.151,0.0016,0.0061,0.0524,0.752,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0100,PJ,2,7336.9125,16070,4544.277153
21.022,16.147,0.0015,0.008,0.0482,0.77,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0200,PJ,2,7336.9125,16070,4544.277153
23.102,20.751,0.0014,0.0135,0.0364,0.776,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0300,PJ,2,7336.9125,16070,4544.277153
22.594,17.906,0.0016,0.0115,0.0347,0.809,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0400,PJ,2,7336.9125,16070,4544.277153
19.174,16.817,0.0014,0.0191,0.0263,0.919,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0500,PJ,2,7336.9125,16070,4544.277153
20.57,18.66,0.0015,0.0199,0.0202,1.091,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0600,PJ,2,7336.9125,16070,4544.277153
9.649,7.654,0.0014,0.0198,0.0167,1.078,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0700,PJ,2,7336.9125,16070,4544.277153
16.449,13.814,0.0014,0.0215,0.0112,1.161,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0800,PJ,2,7336.9125,16070,4544.277153
18.496,15.983,0.0015,0.0288,0.0042,1.38,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,0900,PJ,2,7336.9125,16070,4544.277153
21.539,18.213,0.0015,0.0296,0.0014,1.465,70.2,28.6,-1.00 ,-1.10 ,4.6,16.2,,24/9/2023,,24,9,2023,1000,PJ,2,7336.9125,16070,4544.277153
34.944,27.167,0.0018,0.0218,0.003,1.256,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,1100,PJ,2,7336.9125,16070,4544.277153
45.217,34.776,0.002,0.022,0.0012,1.403,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,1200,PJ,2,7336.9125,16070,4544.277153
46.748,35.496,0.0019,0.0195,0.0013,1.304,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,1300,PJ,2,7336.9125,16070,4544.277153
36.726,27.03,0.0018,0.0166,0.0013,1.191,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,1400,PJ,2,7336.9125,16070,4544.277153
43.657,32.268,0.0019,0.0159,0.0012,1.183,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,1500,PJ,2,7336.9125,16070,4544.277153
46.762,36.018,0.002,0.0139,0.0012,1.228,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,1600,PJ,2,7336.9125,16070,4544.277153
51.296,41.99,0.0021,0.0101,0.0076, ,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,1700,PJ,2,7336.9125,16070,4544.277153
48.806,37.413,0.0021,0.008,0.0167,0.971,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,1800,PJ,2,7336.9125,16070,4544.277153
42.69,38.606,0.0022,0.0042,0.0296,0.882,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,1900,PJ,2,7336.9125,16070,4544.277153
37.698,33.015,0.0022,0.0024,0.0373,0.857,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,2000,PJ,2,7336.9125,16070,4544.277153
29.751,24.57,0.0019,0.0014,0.0403,0.837,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,2100,PJ,2,7336.9125,16070,4544.277153
29.94,22.645,0.0017,0.0007,0.0389,0.804,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,2200,PJ,2,7336.9125,16070,4544.277153
40.944,35.628,0.0017,0.003,0.0332,0.806,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,2300,PJ,2,7336.9125,16070,4544.277153
10.878,8.248,0.0017,0.0057,0.0268,0.795,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,0000,PJ,2,7336.9125,16070,4544.277153
30.165,25.747,0.0017,0.0076,0.0247,0.795,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,0100,PJ,2,7336.9125,16070,4544.277153
22.916,17.485,0.0017,0.0055,0.0275,0.795,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,0200,PJ,2,7336.9125,16070,4544.277153
26.544,21.024,0.0016,0.0101,0.024,0.894,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,0300,PJ,2,7336.9125,16070,4544.277153
23.867,18.055,0.0016,0.0123,0.0195,0.947,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,0400,PJ,2,7336.9125,16070,4544.277153
47.152,39.373,0.0018,0.014,0.0189,0.963,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,0500,PJ,2,7336.9125,16070,4544.277153
35.545,26.824,0.0017,0.0058,0.0242,0.746,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,0600,PJ,2,7336.9125,16070,4544.277153
20.793,13.825,0.0017,0.0094,0.0188,0.804,74.7,28.1,-1.00 ,-1.10 ,2.5,12.55,,25/9/2023,,25,9,2023,0700,PJ,2,7336.9125,16070,4544.277153
27.045,18.79,0.0012,0.0234,0.0072,0.81,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,0800,PJ,2,7336.9125,16070,4544.277153
39.498,27.835,0.0013,0.0229,0.0054,0.853,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,0900,PJ,2,7336.9125,16070,4544.277153
43.735,31.372,0.0017,0.0201,0.0063,0.794,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1000,PJ,2,7336.9125,16070,4544.277153
42.434,30.012,0.0015,0.0206,0.0041,0.804,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1100,PJ,2,7336.9125,16070,4544.277153
42.168,30.244,0.001,0.0226,0.0021,0.797,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1200,PJ,2,7336.9125,16070,4544.277153
55.84,41.137,0.0015,0.0209,0.0021,0.82,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1300,PJ,2,7336.9125,16070,4544.277153
53.948,40.585,0.0012,0.0205,0.0021, ,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1400,PJ,2,7336.9125,16070,4544.277153
44.434,31.001,0.0016,0.0197,0.0129,0.847,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1500,PJ,2,7336.9125,16070,4544.277153
25.488,18.423,0.0012,0.0167,0.0176,0.74,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1600,PJ,2,7336.9125,16070,4544.277153
27.38,17.692,0.001,0.0117,0.0267,0.684,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1700,PJ,2,7336.9125,16070,4544.277153
14.125,7.576,0.0008,0.0061,0.0295,0.665,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1800,PJ,2,7336.9125,16070,4544.277153
30.373,18.979,0.0007,0.0063,0.0332,0.682,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,1900,PJ,2,7336.9125,16070,4544.277153
20.092,11.812,0.0006,0.0056,0.0339,0.658,-1.1,-1.1,-1.00 ,-1.10 ,3.5,12.43,,26/9/2023,,26,9,2023,2000,PJ,2,7336.9125,16070,4544.277153
