PM10,PM25,SO2,NO2,O3,CO,Humidity,Temperature,WindDirection,WindSpeed,Evaporation,GlobalRadiation,SolarRadiation,DateTemp,Date,Day,Month,Year,Hour,Location,LocationInNum,Usage,MaxDemand,Bill
38.088,3.431,0.0003,0.0095,0.0015,0.947,86.483,24.855,80.785,0.381,8.3,6.67,0,2/1/2021,2/1/2021 7:00,2,1,2021,0700,KL,1,5660.725806,12912,2283.481734
44.257,18.656,0.0004,0.0133,0,1.24,86.787,24.965,88.81,0.674,8.3,6.67,0.828,2/1/2021,2/1/2021 8:00,2,1,2021,0800,KL,1,5660.725806,12912,2283.481734
31.731,11.713,0,0.0146,0.002,1.468,83.917,25.553,96.04,0.589,8.3,6.67,21.894,2/1/2021,2/1/2021 9:00,2,1,2021,0900,KL,1,5660.725806,12912,2283.481734
36.861,15.176,0.0008,0.0157,0.0034,1.467,80.893,26.563,72.261,0.39,8.3,6.67,55.323,2/1/2021,2/1/2021 10:00,2,1,2021,1000,KL,1,5660.725806,12912,2283.481734
37.753,16.906,0.0005,0.0181,0.0076,0,76.534,27.938,93.395,0.354,8.3,6.67,141.776,2/1/2021,2/1/2021 11:00,2,1,2021,1100,KL,1,5660.725806,12912,2283.481734
22.792,8.664,0.0005,0,0.0221,0,71.1,29.067,273.247,0,8.3,6.67,178.111,2/1/2021,2/1/2021 12:00,2,1,2021,1200,KL,1,5660.725806,12912,2283.481734
26.695,12.07,0.0004,0.0148,0.0248,0,68.2,29.717,233.96,0,8.3,6.67,153.441,2/1/2021,2/1/2021 13:00,2,1,2021,1300,KL,1,5660.725806,12912,2283.481734
24.068,10.081,0.0004,0.0133,0.0323,0,67.567,29.922,187.899,0,8.3,6.67,165.586,2/1/2021,2/1/2021 14:00,2,1,2021,1400,KL,1,5660.725806,12912,2283.481734
36.252,17.66,0.0004,0.0169,0.0325,0,67.55,30.255,297.459,5.276,8.3,6.67,135.744,2/1/2021,2/1/2021 15:00,2,1,2021,1500,KL,1,5660.725806,12912,2283.481734
31.368,13.696,0.0003,0.0192,0.0259,1.141,71.95,29.195,73.36,0.465,8.3,6.67,62.659,2/1/2021,2/1/2021 16:00,2,1,2021,1600,KL,1,5660.725806,12912,2283.481734
34.338,18.904,0.0004,0.0168,0.0174,1.134,79.55,28.205,66.15,0.207,8.3,6.67,92.42,2/1/2021,2/1/2021 17:00,2,1,2021,1700,KL,1,5660.725806,12912,2283.481734
33.784,16.872,0.0003,0.0155,0.0186,1.172,82.983,27.278,21.769,0.332,8.3,6.67,41.675,2/1/2021,2/1/2021 18:00,2,1,2021,1800,KL,1,5660.725806,12912,2283.481734
25.614,10.374,0.0005,0.0227,0.0093,1.445,84.55,26.699,30.256,0.152,8.3,6.67,4.138,2/1/2021,2/1/2021 19:00,2,1,2021,1900,KL,1,5660.725806,12912,2283.481734
31.685,14.88,0.0004,0.0212,0.0066,1.301,88.567,26.087,3.094,0.148,8.3,6.67,0,2/1/2021,2/1/2021 20:00,2,1,2021,2000,KL,1,5660.725806,12912,2283.481734
38.52,18.261,0.0004,0.0192,0.0019,1.325,89.334,25.753,69.246,0.305,8.3,6.67,0,2/1/2021,2/1/2021 21:00,2,1,2021,2100,KL,1,5660.725806,12912,2283.481734
57.413,36.622,0.0004,0.0157,0.0008,1.338,91.933,25.332,71.86,0.553,8.3,6.67,0,2/1/2021,2/1/2021 22:00,2,1,2021,2200,KL,1,5660.725806,12912,2283.481734
26.416,14.149,0.0004,0.0169,0.0017,1.157,93.434,24.525,75.365,1.045,8.3,6.67,0,2/1/2021,2/1/2021 23:00,2,1,2021,2300,KL,1,5660.725806,12912,2283.481734
20.767,11.085,0.0004,0.0147,0.0033,1.018,95.3,24.05,81.667,1.118,2.7,2.69,0,3/1/2021,3/1/2021 0:00,3,1,2021,0000,KL,1,5660.725806,12912,2283.481734
19.362,10.259,0.0003,0.0143,0.0016,0.99,96.45,23.855,99.972,0.924,2.7,2.69,0,3/1/2021,3/1/2021 1:00,3,1,2021,0100,KL,1,5660.725806,12912,2283.481734
14.744,6.606,0.0003,0.0138,0.0014,1.027,97,23.748,93.049,1.09,2.7,2.69,0,3/1/2021,3/1/2021 2:00,3,1,2021,0200,KL,1,5660.725806,12912,2283.481734
13.345,6.751,0.0002,0.0118,0.003,0.893,97,23.544,83.581,1.047,2.7,2.69,0,3/1/2021,3/1/2021 3:00,3,1,2021,0300,KL,1,5660.725806,12912,2283.481734
12.718,4.941,0.0003,0.0108,0.005,0.87,97,23.665,97.278,0.695,2.7,2.69,0,3/1/2021,3/1/2021 4:00,3,1,2021,0400,KL,1,5660.725806,12912,2283.481734
10.673,6.075,0.0003,0.0077,0.0073,0.808,97,23.463,76.368,1.065,2.7,2.69,0,3/1/2021,3/1/2021 5:00,3,1,2021,0500,KL,1,5660.725806,12912,2283.481734
8.744,3.86,0.0005,0.0076,0.0082,0.745,97,23.287,88.145,0.988,2.7,2.69,0,3/1/2021,3/1/2021 6:00,3,1,2021,0600,KL,1,5660.725806,12912,2283.481734
5.769,1.538,0.0003,0.0078,0.0067,0.788,97,23.142,79.468,1.127,2.7,2.69,0,3/1/2021,3/1/2021 7:00,3,1,2021,0700,KL,1,5660.725806,12912,2283.481734
10.293,6.211,0.0002,0.0066,0,0.768,96.834,22.885,73.339,1.563,2.7,2.69,0,3/1/2021,3/1/2021 8:00,3,1,2021,0800,KL,1,5660.725806,12912,2283.481734
3.935,2.593,0,0.0088,0.0055,0.824,96.667,22.769,84.947,0.92,2.7,2.69,0,3/1/2021,3/1/2021 9:00,3,1,2021,0900,KL,1,5660.725806,12912,2283.481734
10.367,6.407,0.0005,0.0089,0.0051,0.795,95.867,22.8,70.518,1.28,2.7,2.69,3.991,3/1/2021,3/1/2021 10:00,3,1,2021,1000,KL,1,5660.725806,12912,2283.481734
8.132,4.374,0.0003,0.0095,0.0043,0,95.275,22.604,74.062,1.074,2.7,2.69,18.003,3/1/2021,3/1/2021 11:00,3,1,2021,1100,KL,1,5660.725806,12912,2283.481734
4.815,1.539,0.0003,0,0.0044,0.805,95.667,22.997,89.694,0.937,2.7,2.69,32.424,3/1/2021,3/1/2021 12:00,3,1,2021,1200,KL,1,5660.725806,12912,2283.481734
7.931,4.079,0.0002,0.0125,0.0046,0.96,94.767,23.275,64.671,0.622,2.7,2.69,44.287,3/1/2021,3/1/2021 13:00,3,1,2021,1300,KL,1,5660.725806,12912,2283.481734
16.167,11.517,0.0003,0.011,0.0071,0.868,95.8,23.115,85.84,0.442,2.7,2.69,18.7,3/1/2021,3/1/2021 14:00,3,1,2021,1400,KL,1,5660.725806,12912,2283.481734
13.78,8.55,0.0002,0.0118,0.0088,0.841,95.334,23.168,112.995,0.481,2.7,2.69,17.351,3/1/2021,3/1/2021 15:00,3,1,2021,1500,KL,1,5660.725806,12912,2283.481734
8.772,4.862,0.0002,0.0132,0.0074,0.925,95.339,23.505,90.081,0.704,2.7,2.69,39.927,3/1/2021,3/1/2021 16:00,3,1,2021,1600,KL,1,5660.725806,12912,2283.481734
10.888,6.74,0.0003,0.0135,0.0061,1.002,94.634,23.623,120.81,0.321,2.7,2.69,29.567,3/1/2021,3/1/2021 17:00,3,1,2021,1700,KL,1,5660.725806,12912,2283.481734
10.446,7.437,0.0003,0.0104,0.0082,0.921,93.72,23.573,122.217,0.084,2.7,2.69,15.84,3/1/2021,3/1/2021 18:00,3,1,2021,1800,KL,1,5660.725806,12912,2283.481734
4.61,1.499,0.0002,0.0108,0.0068,1.105,93.034,23.474,121.43,0.232,2.7,2.69,0.346,3/1/2021,3/1/2021 19:00,3,1,2021,1900,KL,1,5660.725806,12912,2283.481734
9.236,5.518,0.0003,0.0147,0.0036,1.012,93.017,23.157,85.852,0.456,2.7,2.69,0,3/1/2021,3/1/2021 20:00,3,1,2021,2000,KL,1,5660.725806,12912,2283.481734
23.427,15.988,0.0003,0.0126,0.0041,0.993,94.133,23.075,56.872,0.367,2.7,2.69,0,3/1/2021,3/1/2021 21:00,3,1,2021,2100,KL,1,5660.725806,12912,2283.481734
13.827,6.503,0.0003,0.0126,0.002,1.015,94.65,23.09,93.431,0.418,2.7,2.69,0,3/1/2021,3/1/2021 22:00,3,1,2021,2200,KL,1,5660.725806,12912,2283.481734
12.239,4.652,0.0003,0.0141,0.0004,1.17,95.117,23.083,97.575,0.395,2.7,2.69,0,3/1/2021,3/1/2021 23:00,3,1,2021,2300,KL,1,5660.725806,12912,2283.481734
20.063,10.083,0.0005,0.0133,0.0003,1.356,95.623,23.055,86.715,0.454,1.7,10.29,0,4/1/2021,4/1/2021 0:00,4,1,2021,0000,KL,1,5660.725806,12912,2283.481734
17.94,8.225,0.0006,0.0131,0.0003,1.332,96,23.036,78.087,0.615,1.7,10.29,0,4/1/2021,4/1/2021 1:00,4,1,2021,0100,KL,1,5660.725806,12912,2283.481734
11.489,2.36,0.0004,0.0111,0.0004,0.888,96,22.847,69.611,0.482,1.7,10.29,0,4/1/2021,4/1/2021 2:00,4,1,2021,0200,KL,1,5660.725806,12912,2283.481734
16.501,7.326,0.0004,0.01,0.0003,0.826,96,22.849,80.873,0.675,1.7,10.29,0,4/1/2021,4/1/2021 3:00,4,1,2021,0300,KL,1,5660.725806,12912,2283.481734
13.332,4.767,0.0004,0.0083,0.0005,0.759,95.733,22.76,87.039,0.581,1.7,10.29,0,4/1/2021,4/1/2021 4:00,4,1,2021,0400,KL,1,5660.725806,12912,2283.481734
14.136,4.181,0.0004,0.0084,0.0004,0.722,95.732,22.625,63.798,0.564,1.7,10.29,0,4/1/2021,4/1/2021 5:00,4,1,2021,0500,KL,1,5660.725806,12912,2283.481734
14.474,5.012,0.0006,0.0087,0.0012,0.685,95.439,22.532,95.064,0.476,1.7,10.29,0,4/1/2021,4/1/2021 6:00,4,1,2021,0600,KL,1,5660.725806,12912,2283.481734
16.996,6.115,0.0005,0.0123,0.0004,0.774,95.717,22.36,80.006,0.479,1.7,10.29,0,4/1/2021,4/1/2021 7:00,4,1,2021,0700,KL,1,5660.725806,12912,2283.481734
17.58,5.79,0.0005,0.0083,0,0.874,95.133,22.392,58.687,0.929,1.7,10.29,0,4/1/2021,4/1/2021 8:00,4,1,2021,0800,KL,1,5660.725806,12912,2283.481734
16.694,5.274,0,0.0098,0.0006,1.27,93.75,22.709,63.615,0.853,1.7,10.29,19.118,4/1/2021,4/1/2021 9:00,4,1,2021,0900,KL,1,5660.725806,12912,2283.481734
16.493,5.566,0.001,0.0118,0.0009,1.439,90.418,23.92,87.619,0.529,1.7,10.29,66.634,4/1/2021,4/1/2021 10:00,4,1,2021,1000,KL,1,5660.725806,12912,2283.481734
28.287,12.621,0.0009,0.0184,0.0018,0,86.7,25.222,88.377,1.165,1.7,10.29,115.822,4/1/2021,4/1/2021 11:00,4,1,2021,1100,KL,1,5660.725806,12912,2283.481734
18.563,6.101,0.0009,0,0.0045,1.161,81.25,26.633,66.242,0.767,1.7,10.29,180.05,4/1/2021,4/1/2021 12:00,4,1,2021,1200,KL,1,5660.725806,12912,2283.481734
25.699,11.454,0.0008,0.0158,0.0106,1.142,74.084,28.308,334.91,4.811,1.7,10.29,248.763,4/1/2021,4/1/2021 13:00,4,1,2021,1300,KL,1,5660.725806,12912,2283.481734
25.168,10.887,0.0006,0.0176,0.022,1.033,70.034,29.002,118.288,0.313,1.7,10.29,250.65,4/1/2021,4/1/2021 14:00,4,1,2021,1400,KL,1,5660.725806,12912,2283.481734
18.16,8.529,0.0005,0.012,0.0285,0.867,67.75,29.693,94.247,0.581,1.7,10.29,250.978,4/1/2021,4/1/2021 15:00,4,1,2021,1500,KL,1,5660.725806,12912,2283.481734
12.04,6.453,0.0004,0.0057,0.0215,0.735,66.55,30,22.398,0.356,1.7,10.29,198.934,4/1/2021,4/1/2021 16:00,4,1,2021,1600,KL,1,5660.725806,12912,2283.481734
6.689,1.976,0.0004,0.0059,0.0187,0.707,69.434,29.108,57.843,1.358,1.7,10.29,88.21,4/1/2021,4/1/2021 17:00,4,1,2021,1700,KL,1,5660.725806,12912,2283.481734
17.233,10.075,0.0004,0.0121,0.0097,0.899,75.117,28.317,74.565,1.232,1.7,10.29,26.302,4/1/2021,4/1/2021 18:00,4,1,2021,1800,KL,1,5660.725806,12912,2283.481734
21.254,12.029,0.0005,0.0146,0.0041,1.035,78.37,27.486,70.787,1.398,1.7,10.29,2.586,4/1/2021,4/1/2021 19:00,4,1,2021,1900,KL,1,5660.725806,12912,2283.481734
23.595,13.638,0.0005,0.0142,0.0015,1.083,82.084,26.749,70.926,1.19,1.7,10.29,0,4/1/2021,4/1/2021 20:00,4,1,2021,2000,KL,1,5660.725806,12912,2283.481734
25.718,11.788,0.0005,0.012,0.0007,1.29,85.212,26.113,62.785,0.907,1.7,10.29,0,4/1/2021,4/1/2021 21:00,4,1,2021,2100,KL,1,5660.725806,12912,2283.481734
36.117,17.088,0.0007,0.0126,0.0004,1.495,88.213,25.61,72.307,0.464,1.7,10.29,0,4/1/2021,4/1/2021 22:00,4,1,2021,2200,KL,1,5660.725806,12912,2283.481734
34.056,14.946,0.0009,0.0118,0.0004,1.878,88.619,25.461,69.176,0.577,1.7,10.29,0,4/1/2021,4/1/2021 23:00,4,1,2021,2300,KL,1,5660.725806,12912,2283.481734
33.275,15.086,0.0007,0.0103,0.0003,1.338,89.067,25.035,81.893,0.702,3.9,20.74,0,5/1/2021,5/1/2021 0:00,5,1,2021,0000,KL,1,5660.725806,12912,2283.481734
29.548,12.148,0.0006,0.0102,0.0003,1.069,89.25,24.671,90.477,0.48,3.9,20.74,0,5/1/2021,5/1/2021 1:00,5,1,2021,0100,KL,1,5660.725806,12912,2283.481734
18.6,4.698,0.0005,0.0125,0.0013,0.85,86.917,25.007,93.733,0.66,3.9,20.74,0,5/1/2021,5/1/2021 2:00,5,1,2021,0200,KL,1,5660.725806,12912,2283.481734
22.391,9.026,0.0005,0.0112,0.0009,0.84,88.832,24.687,84.644,0.259,3.9,20.74,0,5/1/2021,5/1/2021 3:00,5,1,2021,0300,KL,1,5660.725806,12912,2283.481734
35.884,17.629,0.0007,0.0165,0.0003,0.998,91.7,24.453,68.358,0.401,3.9,20.74,0,5/1/2021,5/1/2021 4:00,5,1,2021,0400,KL,1,5660.725806,12912,2283.481734
34.047,14.437,0.0006,0.0131,0.0002,0.888,92.133,23.82,108.62,0.295,3.9,20.74,0,5/1/2021,5/1/2021 5:00,5,1,2021,0500,KL,1,5660.725806,12912,2283.481734
40.924,13.162,0.0009,0.0118,0.0006,0.733,90.5,23.66,86.716,0.366,3.9,20.74,0,5/1/2021,5/1/2021 6:00,5,1,2021,0600,KL,1,5660.725806,12912,2283.481734
28.702,8.274,0.0006,0.0108,0.0004,0.796,90.2,23.515,71.946,0.952,3.9,20.74,0,5/1/2021,5/1/2021 7:00,5,1,2021,0700,KL,1,5660.725806,12912,2283.481734
25.276,6.48,0.0008,0.011,0,1.211,89.883,23.433,76.204,0.75,3.9,20.74,1.967,5/1/2021,5/1/2021 8:00,5,1,2021,0800,KL,1,5660.725806,12912,2283.481734
28.951,10.174,0,0.013,0.003,1.177,84.197,25.45,73.184,0.895,3.9,20.74,5.787,5/1/2021,5/1/2021 9:00,5,1,2021,0900,KL,1,5660.725806,12912,2283.481734
24.232,11.862,0.0012,0.0166,0.0076,1.294,67.383,30.267,330.172,0.597,3.9,20.74,18.272,5/1/2021,5/1/2021 10:00,5,1,2021,1000,KL,1,5660.725806,12912,2283.481734
22.445,12.134,0.0008,0.012,0.0151,0,63.631,31.596,335.407,2.807,3.9,20.74,335.449,5/1/2021,5/1/2021 11:00,5,1,2021,1100,KL,1,5660.725806,12912,2283.481734
22.85,12.586,0.0007,0,0.0235,0.745,60.982,32.083,307.859,8.282,3.9,20.74,564.938,5/1/2021,5/1/2021 12:00,5,1,2021,1200,KL,1,5660.725806,12912,2283.481734
15.974,5.218,0.0006,0.0092,0.0308,0.821,58.034,33.068,332.902,5.146,3.9,20.74,336.713,5/1/2021,5/1/2021 13:00,5,1,2021,1300,KL,1,5660.725806,12912,2283.481734
25.289,10.687,0.0006,0.0119,0.0423,0.871,61.349,32.625,296.926,6.879,3.9,20.74,330.584,5/1/2021,5/1/2021 14:00,5,1,2021,1400,KL,1,5660.725806,12912,2283.481734
21.506,10.304,0.0006,0.0105,0.0373,0.885,59.95,33.26,17.232,0.979,3.9,20.74,396.173,5/1/2021,5/1/2021 15:00,5,1,2021,1500,KL,1,5660.725806,12912,2283.481734
20.418,11.24,0.0005,0.0062,0.0382,0.72,59.833,32.757,14.093,1.232,3.9,20.74,236.402,5/1/2021,5/1/2021 16:00,5,1,2021,1600,KL,1,5660.725806,12912,2283.481734
16.04,6.481,0.0004,0.008,0.0172,0.74,72.503,29.463,63.242,1.726,3.9,20.74,6.435,5/1/2021,5/1/2021 17:00,5,1,2021,1700,KL,1,5660.725806,12912,2283.481734
17.829,1.675,0.0003,0.0128,0.0121,0.903,96.417,23.969,161.944,0.861,3.9,20.74,0,5/1/2021,5/1/2021 18:00,5,1,2021,1800,KL,1,5660.725806,12912,2283.481734
9.226,1.43,0.0004,0.018,0.005,1.246,98,24.163,97.703,0.417,3.9,20.74,0.064,5/1/2021,5/1/2021 19:00,5,1,2021,1900,KL,1,5660.725806,12912,2283.481734
23.681,12.624,0.0006,0.0227,0.0007,1.412,98,24.286,87.806,0.784,3.9,20.74,0,5/1/2021,5/1/2021 20:00,5,1,2021,2000,KL,1,5660.725806,12912,2283.481734
31.779,18.278,0.0008,0.0232,0.0003,1.802,98,24.52,92.686,0.747,3.9,20.74,0,5/1/2021,5/1/2021 21:00,5,1,2021,2100,KL,1,5660.725806,12912,2283.481734
25.562,12.162,0.0008,0.0187,0.0002,1.691,98,24.6,97.391,0.801,3.9,20.74,0,5/1/2021,5/1/2021 22:00,5,1,2021,2200,KL,1,5660.725806,12912,2283.481734
27.24,14.023,0.0008,0.0151,0.0002,1.567,98,24.609,88.328,0.96,3.9,20.74,0,5/1/2021,5/1/2021 23:00,5,1,2021,2300,KL,1,5660.725806,12912,2283.481734
29.189,13.044,0.0007,0.009,0.0001,1.13,98,24.614,106.604,0.633,2,8.98,0,6/1/2021,6/1/2021 0:00,6,1,2021,0000,KL,1,5660.725806,12912,2283.481734
25.237,9.524,0.0007,0.0088,0.0001,1.235,97.183,24.677,98.299,0.769,2,8.98,0,6/1/2021,6/1/2021 1:00,6,1,2021,0100,KL,1,5660.725806,12912,2283.481734
32.413,13.811,0.0008,0.0083,0.0002,1.214,96.783,24.794,91.02,0.786,2,8.98,0,6/1/2021,6/1/2021 2:00,6,1,2021,0200,KL,1,5660.725806,12912,2283.481734
24.773,9.59,0.0009,0.0083,0.0002,1.082,96,24.737,96.373,0.586,2,8.98,0,6/1/2021,6/1/2021 3:00,6,1,2021,0300,KL,1,5660.725806,12912,2283.481734
24.832,6.692,0.0007,0.0066,0.0001,0.816,95.25,24.569,89.434,0.81,2,8.98,0,6/1/2021,6/1/2021 4:00,6,1,2021,0400,KL,1,5660.725806,12912,2283.481734
20.604,5.661,0.0007,0.0066,0.0004,0.782,94.774,24.653,83.925,0.812,2,8.98,0,6/1/2021,6/1/2021 5:00,6,1,2021,0500,KL,1,5660.725806,12912,2283.481734
16.243,5.777,0.0009,0.0074,0.0017,0.663,93.246,24.71,78.431,0.693,2,8.98,0,6/1/2021,6/1/2021 6:00,6,1,2021,0600,KL,1,5660.725806,12912,2283.481734
22.118,7.463,0.0009,0.0086,0.0002,0.875,95.733,24.487,82.81,0.439,2,8.98,0,6/1/2021,6/1/2021 7:00,6,1,2021,0700,KL,1,5660.725806,12912,2283.481734
28.226,12.105,0.0008,0.0077,0,1.132,94.617,24.367,86.952,0.434,2,8.98,0,6/1/2021,6/1/2021 8:00,6,1,2021,0800,KL,1,5660.725806,12912,2283.481734
34.655,16.135,0,0.009,0.0004,1.589,94.017,24.69,94.699,0.439,2,8.98,11.281,6/1/2021,6/1/2021 9:00,6,1,2021,0900,KL,1,5660.725806,12912,2283.481734
36.301,14.618,0.0016,0.013,0.0005,1.582,92.305,25.601,89.433,0.303,2,8.98,64.529,6/1/2021,6/1/2021 10:00,6,1,2021,1000,KL,1,5660.725806,12912,2283.481734
22.955,9.848,0.001,0.0093,0.0023,0,86.2,26.672,46.935,0.207,2,8.98,134.72,6/1/2021,6/1/2021 11:00,6,1,2021,1100,KL,1,5660.725806,12912,2283.481734
24.286,5.937,0.0012,0,0.0026,1.1,82.284,27.102,296.916,4.084,2,8.98,120.592,6/1/2021,6/1/2021 12:00,6,1,2021,1200,KL,1,5660.725806,12912,2283.481734
20.503,7.798,0.001,0.01,0.0066,0.888,73.617,27.94,98.13,0.118,2,8.98,207.077,6/1/2021,6/1/2021 13:00,6,1,2021,1300,KL,1,5660.725806,12912,2283.481734
9.086,0.439,0.0008,0.0076,0.0093,0.805,71.582,27.509,4.467,0.385,2,8.98,169.937,6/1/2021,6/1/2021 14:00,6,1,2021,1400,KL,1,5660.725806,12912,2283.481734
11.947,3.231,0.0011,0.0083,0.0103,0.799,67.488,28.73,278.033,1.581,2,8.98,314.792,6/1/2021,6/1/2021 15:00,6,1,2021,1500,KL,1,5660.725806,12912,2283.481734
